keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,3.2624,,,,,,,,1.7624,,0,0,0,4,1,1.5,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,,,,,
v,1,2.7913,,,,,,,,1.6913,space,0,1,1,5,1,1.1,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,109.3745,,,,,,,,,,,
c,1,8.9671,,,,,,,,7.6671,space,0,2,2,3,1,1.3,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,4.4196,,,,,,,,,,,
b,1,2.7085,,,,,,,,1.4085,space,0,3,3,1,1,1.3,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,1.3023,,,,,,,,,,,
c,1,2.4281,,,,,,,,1.3281,space,0,4,4,0,1,1.1,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,0.6517,,,,,,,,,,,
b,1,2.0552,,,,,,,,0.9552,space,0,5,5,7,1,1.1,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,1.0458,,,,,,,,,,,
v,1,1.7932,,,,,,,,0.2932,space,0,6,6,2,1,1.5,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,1.4122,,,,,,,,,,,
c,1,2.0683,,,,,,,,0.5683,space,0,7,7,6,1,1.5,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,0.5312,,,,,,,,,,,
v,1,1.8307,,,,,,,,0.5307,space,0,8,8,8,1,1.3,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,1.8537,,,,,,,,,,,
c,1,3.5024,,,,,,,,2.2024,,,,,,,1.3,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,-0.041602465,-0.2596302,1,0,0,0,0,0,3,1
v,1,3.5348,,,,,,,,2.2348,,,,,,,1.3,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,1,1,8,1
b,1,1.5907,,,,,,,,0.4907,,,,,,,1.1,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,2,2,7,1
b,0,1.5884,,,,,,,,0.4884,,,,,,,1.1,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,3,3,0,1
v,1,2.153,,,,,,,,0.653,,,,,,,1.5,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,4,4,2,1
b,1,1.8146,,,,,,,,0.5146,,,,,,,1.3,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,5,5,1,1
c,0,1.9039,,,,,,,,0.4039,,,,,,,1.5,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,6,6,4,1
v,1,1.8134,,,,,,,,0.7134,,,,,,,1.1,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,7,7,5,1
c,1,2.5412,,,,,,,,1.0412,,,,,,,1.5,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,0,8,8,6,1
b,1,1.7666,,,,,,,,0.6666,,,,,,,1.1,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,0,9,7,1
b,1,2.1367,,,,,,,,0.6367,,,,,,,1.5,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,1,10,4,1
c,1,2.3684,,,,,,,,0.8684,,,,,,,1.5,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,2,11,6,1
c,1,2.0099,,,,,,,,0.7099,,,,,,,1.3,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,3,12,3,1
b,1,1.9229,,,,,,,,0.6229,,,,,,,1.3,images/target_plus.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,4,13,1,1
v,1,1.5863,,,,,,,,0.4863,,,,,,,1.1,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,5,14,5,1
v,1,2.0449,,,,,,,,0.5449,,,,,,,1.5,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,6,15,2,1
v,1,1.726,,,,,,,,0.426,,,,,,,1.3,images/target_square.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,7,16,8,1
c,1,1.7637,,,,,,,,0.6637,,,,,,,1.1,images/target_cross.jpg,Jefferson,001,2023-04-02_23h17.05.725,choiceRTT,2021.2.3,Win32,60.28090904,,,,,,,,1,8,17,0,1
