participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.010185171,-0.255555541,1,0,0,2.9153,square_button,1,1.6153,,0,0,0,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.009259259,-0.237037023,1,0,0,2.5161,square_button,1,1.0161,,0,1,1,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.204629616,-0.243518547,1,0,0,2.338,plus_button,1,1.238,,0,2,2,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.226851852,-0.252777806,1,0,0,2.766,plus_button,1,1.266,,0,3,3,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.210185228,-0.228703746,1,0,0,2.2385,plus_button,1,0.9385,,0,4,4,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.210185157,-0.248148176,1,0,0,2.6487,cross_button,1,1.1487,,0,5,5,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.266666624,-0.25462963,1,0,0,2.0162,cross_button,1,0.9162,,0,6,6,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.220370399,-0.229629658,1,0,0,1.7748,plus_button,0,0.4748,,0,7,7,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.272222236,-0.23055557,1,0,0,2.6917,plus_button,0,1.5917,,0,8,8,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,0.016666695,-0.217592593,1,0,0,,,,,
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.248148176,-0.260185171,1,0,0,2.4819,plus_button,0,1.1819,,,,,,,1.3,images/target_square.jpg,,,,,,,0,0,0,8,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.19722218,-0.25,1,0,0,2.2546,cross_button,1,0.9546,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,1,1,3,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.19259255,-0.232407393,1,0,0,2.6141,cross_button,1,1.5141,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,2,2,0,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.022222236,-0.25,1,0,0,2.4822,square_button,1,0.9822,,,,,,,1.5,images/target_square.jpg,,,,,,,0,3,3,2,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.181481467,-0.247222265,1,0,0,2.7662,cross_button,1,1.2662,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,4,4,6,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.227777764,-0.252777806,1,0,0,2.6503,plus_button,1,1.1503,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,5,5,4,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.166666667,-0.227777764,1,0,0,2.3254,plus_button,1,1.2254,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,6,6,7,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.325000057,-0.226851852,1,0,0,2.2209,plus_button,1,0.9209,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,7,7,1,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.043518561,-0.251851894,1,0,0,2.8273,square_button,1,1.7273,,,,,,,1.1,images/target_square.jpg,,,,,,,0,8,8,5,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.237037023,-0.217592593,1,0,0,2.372,cross_button,1,0.872,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,0,9,6,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.043518561,-0.250925912,1,0,0,2.6163,square_button,1,1.3163,,,,,,,1.3,images/target_square.jpg,,,,,,,1,1,10,8,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.18240745,-0.255555541,1,0,0,2.7994,plus_button,1,1.2994,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,2,11,4,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,-0.262036995,-0.231481481,1,0,0,2.3661,cross_button,1,1.0661,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,3,12,3,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.0056899,-0.228022786,1,0,0,425.3418,square_button,0,424.0418,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,4,13,1,1
aa,001,2024-02-12_09h37.33.056,choiceRTT,2023.1.3,Win32,59.52380952,,0,0.025035614,-0.248506419,1,0,0,2.9583,square_button,1,1.8583,,,,,,,1.1,images/target_square.jpg,,,,,,,1,5,14,5,1
